Bank,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,GrAppv,SBA_Appv
382.0,914774400.0,915120000.0,83.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,920131200.0,68300.0,0.0,68300.0,54640.0
6.0,1141142400.0,1136044800.0,84.0,6.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,1177862400.0,108899.0,0.0,50000.0,25000.0
27.0,1118678400.0,1104508800.0,84.0,7.0,1.0,0.0,13.0,1.0,1.0,1.0,0.0,1141056000.0,5000.0,0.0,5000.0,2500.0
2.0,1153152000.0,1136044800.0,84.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1248969600.0,5000.0,0.0,5000.0,2500.0
126.0,1179158400.0,1167580800.0,44.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1183132800.0,20000.0,0.0,20000.0,10000.0
839.0,326651400.0,315505800.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,328465800.0,36000.0,0.0,36000.0,32400.0
42.0,1027353600.0,1009814400.0,12.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1043942400.0,500000.0,0.0,500000.0,450000.0
90.0,1292256000.0,1293811200.0,63.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,1306857600.0,144800.0,0.0,144800.0,130320.0
2.0,1153324800.0,1136044800.0,56.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1156953600.0,23200.0,0.0,13100.0,6550.0
11.0,1156435200.0,1136044800.0,7.0,8.0,1.0,3.0,11.0,1.0,1.0,1.0,0.0,1159545600.0,126736.0,0.0,35000.0,17500.0
139.0,1187712000.0,1167580800.0,102.0,2.0,2.0,80.0,2.0,52891.0,1.0,0.0,0.0,1188489600.0,122000.0,0.0,122000.0,103700.0
2.0,1147622400.0,1136044800.0,58.0,3.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,1151596800.0,16810.0,0.0,10000.0,5000.0
840.0,1209916800.0,1199116800.0,37.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1212163200.0,12000.0,0.0,12000.0,6000.0
841.0,784742400.0,788889600.0,120.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,789926400.0,25000.0,0.0,25000.0,22500.0
6.0,1079280000.0,1072886400.0,17.0,2.0,1.0,5.0,7.0,1.0,1.0,1.0,0.0,1080662400.0,75220.0,0.0,40000.0,20000.0
842.0,807292800.0,788889600.0,240.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,823017600.0,154900.0,0.0,154900.0,139410.0
11.0,492883200.0,473356800.0,120.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,507484800.0,310000.0,0.0,310000.0,279000.0
283.0,1126022400.0,1104508800.0,48.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1128009600.0,150000.0,0.0,150000.0,112500.0
500.0,743616000.0,725817600.0,240.0,16.0,2.0,16.0,0.0,1.0,0.0,0.0,0.0,861120000.0,631000.0,0.0,631000.0,631000.0
2.0,773942400.0,757353600.0,180.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,783532800.0,190000.0,0.0,190000.0,142500.0
67.0,1269532800.0,1262275200.0,110.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1269532800.0,20000.0,0.0,20000.0,18000.0
2.0,1179244800.0,1167580800.0,63.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1180540800.0,40000.0,0.0,40000.0,20000.0
1.0,1134662400.0,1136044800.0,21.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1143734400.0,44000.0,0.0,44000.0,37400.0
126.0,1202832000.0,1199116800.0,101.0,16.0,2.0,2.0,16.0,0.0,1.0,0.0,0.0,1204214400.0,25000.0,0.0,25000.0,21250.0
27.0,1124640000.0,1104508800.0,53.0,3.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1128009600.0,100000.0,0.0,100000.0,50000.0
18.0,1149177600.0,1136044800.0,84.0,9.0,2.0,3.0,9.0,0.0,1.0,1.0,0.0,1151596800.0,50000.0,0.0,50000.0,25000.0
21.0,1343750400.0,1325347200.0,63.0,100.0,2.0,5.0,100.0,0.0,1.0,1.0,0.0,1343750400.0,31700.0,0.0,25000.0,12500.0
44.0,797616000.0,788889600.0,120.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,807120000.0,73000.0,0.0,73000.0,65700.0
316.0,872092800.0,852048000.0,240.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,883497600.0,80000.0,0.0,80000.0,64000.0
11.0,1054569600.0,1041350400.0,82.0,15.0,1.0,0.0,15.0,1.0,1.0,1.0,0.0,1059580800.0,410071.0,0.0,250000.0,125000.0
18.0,1195747200.0,1199116800.0,40.0,4.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1196352000.0,85775.0,0.0,25000.0,12500.0
6.0,756057600.0,757353600.0,120.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,775584000.0,100000.0,0.0,100000.0,90000.0
217.0,931190400.0,915120000.0,300.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,933350400.0,765000.0,0.0,765000.0,573750.0
321.0,465580800.0,473356800.0,120.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,467827200.0,54500.0,0.0,54500.0,49050.0
2.0,1156867200.0,1136044800.0,12.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1159545600.0,45000.0,0.0,45000.0,22500.0
146.0,1147104000.0,1136044800.0,38.0,6.0,2.0,0.0,6.0,0.0,2.0,1.0,0.0,1154275200.0,97501.0,0.0,50000.0,25000.0
843.0,1174579200.0,1167580800.0,59.0,1.0,2.0,9.0,0.0,1.0,1.0,1.0,0.0,1175270400.0,89610.0,0.0,25000.0,12500.0
471.0,980092800.0,978278400.0,17.0,17.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,983289600.0,56594.0,0.0,56594.0,42446.0
43.0,1115654400.0,1104508800.0,84.0,60.0,1.0,16.0,60.0,1.0,1.0,0.0,0.0,1117468800.0,100000.0,0.0,100000.0,50000.0
6.0,1195488000.0,1199116800.0,84.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1196352000.0,20400.0,0.0,16800.0,8400.0
30.0,1197820800.0,1199116800.0,69.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1199030400.0,25000.0,0.0,25000.0,21250.0
7.0,1161705600.0,1167580800.0,24.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1164816000.0,15000.0,0.0,15000.0,7500.0
35.0,1211990400.0,1199116800.0,13.0,10.0,2.0,0.0,10.0,0.0,1.0,1.0,0.0,1214755200.0,132766.0,0.0,100000.0,50000.0
844.0,857059200.0,852048000.0,149.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,878227200.0,100000.0,0.0,100000.0,75000.0
67.0,1191168000.0,1199116800.0,95.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1193760000.0,10000.0,0.0,10000.0,8500.0
18.0,1152201600.0,1136044800.0,73.0,6.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,1154275200.0,25000.0,0.0,25000.0,12500.0
7.0,1103212800.0,1104508800.0,84.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1107100800.0,35000.0,0.0,35000.0,17500.0
18.0,1174320000.0,1167580800.0,55.0,6.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,1175270400.0,62955.0,0.0,30000.0,15000.0
845.0,420134400.0,410198400.0,120.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,421430400.0,20000.0,0.0,20000.0,18000.0
62.0,838137600.0,820425600.0,89.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,849283200.0,190000.0,0.0,190000.0,142500.0
44.0,861897600.0,852048000.0,60.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,875548800.0,27000.0,0.0,45000.0,36000.0
846.0,1183651200.0,1167580800.0,5.0,3.0,1.0,2.0,5.0,1.0,1.0,1.0,0.0,1185811200.0,60000.0,0.0,60000.0,51000.0
5.0,727372800.0,725817600.0,120.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,736099200.0,40000.0,0.0,40000.0,36000.0
18.0,1174579200.0,1167580800.0,84.0,8.0,1.0,0.0,8.0,0.0,1.0,0.0,0.0,1177862400.0,96800.0,0.0,96800.0,48400.0
2.0,1092844800.0,1072886400.0,84.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1107100800.0,5600.0,0.0,5600.0,2800.0
105.0,934473600.0,915120000.0,60.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,941299200.0,27798.0,0.0,25000.0,12500.0
18.0,840729600.0,820425600.0,91.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,865008000.0,300000.0,0.0,300000.0,225000.0
144.0,1127232000.0,1104508800.0,84.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1128009600.0,37085.0,0.0,20000.0,10000.0
18.0,1143475200.0,1136044800.0,6.0,6.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,1149004800.0,142736.0,0.0,25000.0,12500.0
27.0,1127318400.0,1104508800.0,84.0,4.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1143734400.0,1788.0,0.0,2000.0,1000.0
2.0,953136000.0,946656000.0,21.0,9.0,1.0,1.0,10.0,1.0,1.0,1.0,0.0,964972800.0,150000.0,0.0,150000.0,75000.0
847.0,1055865600.0,1041350400.0,40.0,12.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1059580800.0,150000.0,0.0,150000.0,127500.0
848.0,1251388800.0,1230739200.0,120.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,1257004800.0,350000.0,0.0,350000.0,175000.0
11.0,874598400.0,852048000.0,180.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,929030400.0,740000.0,0.0,740000.0,555000.0
11.0,1194796800.0,1199116800.0,4.0,6.0,2.0,0.0,6.0,0.0,1.0,1.0,0.0,1196352000.0,212316.0,0.0,125000.0,62500.0
538.0,1172160000.0,1167580800.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1175270400.0,310000.0,0.0,340000.0,255000.0
7.0,1188489600.0,1167580800.0,67.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1191081600.0,100000.0,0.0,100000.0,50000.0
0.0,629049600.0,631123200.0,60.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,633715200.0,13200.0,0.0,13200.0,9900.0
18.0,1184083200.0,1167580800.0,64.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1193760000.0,25400.0,0.0,25400.0,12700.0
59.0,1228752000.0,1230739200.0,4.0,2.0,2.0,10.0,2.0,1.0,1.0,1.0,0.0,1248969600.0,42485.0,0.0,38500.0,19250.0
19.0,1113753600.0,1104508800.0,69.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,1114790400.0,25000.0,0.0,25000.0,21250.0
88.0,1179072000.0,1167580800.0,10.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1180540800.0,25000.0,0.0,25000.0,12500.0
5.0,1126713600.0,1104508800.0,84.0,6.0,1.0,1.0,6.0,0.0,1.0,1.0,0.0,1130688000.0,103704.0,0.0,50000.0,25000.0
414.0,682876800.0,662659200.0,240.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,704563200.0,62000.0,0.0,62000.0,49600.0
2.0,1166371200.0,1167580800.0,41.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1167494400.0,31378.0,0.0,10000.0,5000.0
126.0,1168963200.0,1167580800.0,78.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1170172800.0,10000.0,0.0,10000.0,8500.0
44.0,1172419200.0,1167580800.0,21.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,0.0,1177862400.0,17173.0,0.0,10500.0,5250.0
849.0,1241452800.0,1230739200.0,107.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1246291200.0,105371.0,0.0,111600.0,100440.0
2.0,1124208000.0,1104508800.0,60.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1125417600.0,50000.0,0.0,50000.0,25000.0
6.0,1202140800.0,1199116800.0,66.0,5.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,1204214400.0,184800.0,0.0,186000.0,139500.0
39.0,1172505600.0,1167580800.0,4.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1175270400.0,55000.0,0.0,50000.0,25000.0
27.0,1135612800.0,1136044800.0,84.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1141056000.0,25000.0,0.0,25000.0,12500.0
18.0,1170950400.0,1167580800.0,44.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1172592000.0,109916.0,0.0,25000.0,12500.0
472.0,1087228800.0,1072886400.0,1.0,10.0,1.0,10.0,10.0,1.0,1.0,1.0,0.0,1091203200.0,339459.0,0.0,100000.0,50000.0
850.0,782064000.0,788889600.0,180.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,783532800.0,95000.0,0.0,95000.0,85500.0
6.0,1144857600.0,1136044800.0,74.0,5.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,1146326400.0,20000.0,0.0,20000.0,10000.0
3.0,809625600.0,788889600.0,66.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,815068800.0,180000.0,0.0,180000.0,153000.0
851.0,921513600.0,915120000.0,240.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,958492800.0,187000.0,0.0,187000.0,187000.0
44.0,876412800.0,883584000.0,81.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,886176000.0,100000.0,0.0,100000.0,80000.0
54.0,1189958400.0,1167580800.0,45.0,2.0,2.0,12.0,2.0,0.0,1.0,1.0,0.0,1193760000.0,839004.0,0.0,350000.0,175000.0
6.0,1172419200.0,1167580800.0,40.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1175270400.0,57220.0,0.0,25000.0,12500.0
187.0,1269273600.0,1262275200.0,75.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1272643200.0,100000.0,0.0,100000.0,90000.0
59.0,813859200.0,820425600.0,86.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,818870400.0,241807.0,0.0,242000.0,181500.0
18.0,1172160000.0,1167580800.0,56.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1175270400.0,82406.0,0.0,25000.0,12500.0
31.0,911750400.0,915120000.0,60.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,933350400.0,55719.0,0.0,25000.0,12500.0
27.0,1102262400.0,1104508800.0,84.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1107100800.0,9507.0,0.0,5000.0,2500.0
44.0,1174838400.0,1167580800.0,180.0,5.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,1183132800.0,93000.0,0.0,93000.0,46500.0
2.0,1173369600.0,1167580800.0,40.0,10.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,1175270400.0,39250.0,0.0,20000.0,10000.0
67.0,1258646400.0,1262275200.0,67.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1258646400.0,7500.0,0.0,7500.0,6750.0
2.0,1081699200.0,1072886400.0,36.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1083254400.0,10000.0,0.0,10000.0,5000.0
557.0,1114444800.0,1104508800.0,84.0,6.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1117468800.0,207000.0,0.0,207000.0,155250.0
18.0,1156089600.0,1136044800.0,84.0,2.0,2.0,4.0,2.0,0.0,1.0,1.0,0.0,1156953600.0,284318.0,0.0,50000.0,25000.0
852.0,888940800.0,883584000.0,84.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,941299200.0,56000.0,0.0,56000.0,42000.0
136.0,1158249600.0,1136044800.0,60.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1159545600.0,44600.0,0.0,44600.0,22300.0
27.0,1047571200.0,1041350400.0,84.0,4.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,1051632000.0,52050.0,0.0,35000.0,17500.0
853.0,805305600.0,788889600.0,60.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,807120000.0,19000.0,0.0,19000.0,17100.0
2.0,1158076800.0,1136044800.0,48.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1159545600.0,41500.0,0.0,35000.0,17500.0
18.0,1099238400.0,1104508800.0,84.0,10.0,1.0,2.0,10.0,1.0,1.0,1.0,0.0,1101744000.0,678156.0,0.0,80000.0,40000.0
285.0,1131465600.0,1136044800.0,5.0,27.0,1.0,27.0,0.0,1.0,1.0,1.0,0.0,1135958400.0,2327453.0,0.0,350000.0,175000.0
2.0,1108396800.0,1104508800.0,32.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,1109520000.0,74890.0,0.0,50000.0,25000.0
2.0,841939200.0,820425600.0,60.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,844012800.0,10000.0,0.0,10000.0,8000.0
50.0,1223568000.0,1230739200.0,60.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1227974400.0,25000.0,0.0,25000.0,12500.0
88.0,644774400.0,631123200.0,60.0,5.0,2.0,0.0,0.0,47050.0,0.0,0.0,0.0,649353600.0,100000.0,0.0,100000.0,90000.0
2.0,1165852800.0,1167580800.0,58.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1167494400.0,10000.0,0.0,10000.0,5000.0
18.0,1168185600.0,1167580800.0,19.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1170172800.0,25300.0,0.0,25300.0,12650.0
854.0,1014134400.0,1009814400.0,12.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1014825600.0,10000.0,0.0,10000.0,5000.0
855.0,605980800.0,599587200.0,240.0,50.0,2.0,50.0,0.0,75050.0,0.0,0.0,0.0,627062400.0,344000.0,0.0,344000.0,344000.0
27.0,1080576000.0,1072886400.0,84.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1096473600.0,312308.0,0.0,75000.0,37500.0
856.0,848246400.0,852048000.0,99.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,849283200.0,25000.0,0.0,25000.0,20000.0
3.0,1204992000.0,1199116800.0,84.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1241020800.0,25000.0,0.0,25000.0,12500.0
857.0,856454400.0,852048000.0,95.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,857059200.0,45000.0,0.0,45000.0,36000.0
30.0,1195142400.0,1199116800.0,61.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1196352000.0,15000.0,0.0,15000.0,12750.0
5.0,1038326400.0,1041350400.0,3.0,6.0,1.0,0.0,6.0,1.0,1.0,1.0,0.0,1041264000.0,112012.0,0.0,100000.0,50000.0
5.0,711907200.0,694195200.0,300.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,720460800.0,364000.0,0.0,364000.0,309400.0
2.0,1097078400.0,1104508800.0,29.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1099152000.0,10000.0,0.0,10000.0,5000.0
858.0,1239811200.0,1230739200.0,70.0,5.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1377878400.0,200000.0,0.0,200000.0,180000.0
7.0,1172592000.0,1167580800.0,59.0,4.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1175270400.0,100000.0,0.0,100000.0,50000.0
18.0,288549000.0,283969800.0,84.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,295115400.0,155400.0,0.0,170400.0,136752.0
1.0,1123171200.0,1104508800.0,41.0,11.0,1.0,4.0,15.0,0.0,2.0,1.0,0.0,1125417600.0,365405.0,0.0,100000.0,50000.0
27.0,1153324800.0,1136044800.0,53.0,50.0,1.0,0.0,50.0,0.0,1.0,1.0,0.0,1156953600.0,113573.0,0.0,75000.0,37500.0
27.0,1099929600.0,1104508800.0,14.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1104422400.0,29774.0,0.0,20000.0,10000.0
18.0,1140451200.0,1136044800.0,32.0,6.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,1141056000.0,10000.0,0.0,10000.0,5000.0
6.0,847209600.0,852048000.0,60.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,851961600.0,50648.0,0.0,50648.0,40518.0
2.0,1081267200.0,1072886400.0,26.0,5.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,1083254400.0,80500.0,0.0,50000.0,25000.0
2.0,1034265600.0,1041350400.0,51.0,7.0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,1035993600.0,50000.0,0.0,50000.0,25000.0
31.0,875203200.0,852048000.0,180.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,883497600.0,150000.0,0.0,150000.0,75000.0
2.0,421257600.0,410198400.0,60.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,426355200.0,40000.0,0.0,40000.0,36000.0
2.0,1173283200.0,1167580800.0,84.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1180540800.0,15000.0,0.0,10000.0,5000.0
27.0,1048780800.0,1041350400.0,84.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1054310400.0,42083.0,0.0,15000.0,7500.0
7.0,1104249600.0,1104508800.0,52.0,12.0,1.0,0.0,12.0,1.0,2.0,0.0,0.0,1109520000.0,35000.0,0.0,35000.0,17500.0
7.0,1142265600.0,1136044800.0,11.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,1143734400.0,20000.0,0.0,20000.0,10000.0
100.0,1086710400.0,1072886400.0,12.0,10.0,1.0,0.0,10.0,1.0,1.0,1.0,0.0,1088524800.0,51901.0,0.0,30000.0,15000.0
18.0,1201104000.0,1199116800.0,20.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1204214400.0,54192.0,0.0,20000.0,10000.0
31.0,748454400.0,725817600.0,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,751996800.0,640000.0,0.0,640000.0,544000.0
5.0,1059667200.0,1041350400.0,22.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1062259200.0,20000.0,0.0,20000.0,10000.0
11.0,1019750400.0,1009814400.0,24.0,13.0,1.0,3.0,13.0,1.0,1.0,1.0,0.0,1022774400.0,75000.0,0.0,75000.0,37500.0
859.0,800553600.0,788889600.0,60.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,807120000.0,12000.0,0.0,12000.0,10800.0
109.0,720115200.0,725817600.0,300.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,728409600.0,108000.0,0.0,108000.0,86400.0
30.0,1210608000.0,1199116800.0,67.0,14.0,2.0,3.0,14.0,0.0,1.0,0.0,0.0,1212163200.0,25000.0,0.0,25000.0,21250.0
44.0,1064160000.0,1041350400.0,26.0,28.0,1.0,0.0,28.0,1.0,1.0,1.0,0.0,1067529600.0,20000.0,0.0,20000.0,10000.0
36.0,1195056000.0,1199116800.0,49.0,23.0,1.0,0.0,23.0,0.0,1.0,1.0,0.0,1209484800.0,177374.0,0.0,100000.0,50000.0
27.0,998323200.0,978278400.0,84.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1012406400.0,182410.0,0.0,100000.0,50000.0
44.0,1160496000.0,1167580800.0,49.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1162224000.0,19486.0,0.0,10000.0,5000.0
447.0,1263312000.0,1262275200.0,84.0,6.0,2.0,6.0,12.0,0.0,2.0,0.0,0.0,1263312000.0,100000.0,0.0,100000.0,85000.0
192.0,1048521600.0,1041350400.0,34.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1051632000.0,100000.0,0.0,100000.0,85000.0
7.0,1121011200.0,1104508800.0,51.0,7.0,1.0,3.0,7.0,0.0,1.0,0.0,0.0,1125417600.0,50000.0,0.0,50000.0,25000.0
18.0,1130342400.0,1136044800.0,31.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1133280000.0,63475.0,0.0,25000.0,12500.0
128.0,645292800.0,631123200.0,6.0,38.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,649353600.0,274000.0,0.0,274000.0,232900.0
39.0,1177430400.0,1167580800.0,10.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,1180540800.0,20000.0,0.0,20000.0,10000.0
860.0,1326902400.0,1325347200.0,12.0,10.0,1.0,6.0,10.0,0.0,1.0,1.0,0.0,1328025600.0,144000.0,0.0,95000.0,47500.0
27.0,1178812800.0,1167580800.0,71.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1185811200.0,33199.0,0.0,25000.0,12500.0
805.0,835545600.0,820425600.0,62.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,838742400.0,130000.0,0.0,130000.0,97500.0
31.0,809193600.0,788889600.0,99.0,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,830793600.0,425000.0,0.0,425000.0,249900.0
712.0,1124035200.0,1104508800.0,12.0,8.0,1.0,2.0,8.0,1.0,1.0,1.0,0.0,1135958400.0,504495.0,0.0,350000.0,175000.0
861.0,1146499200.0,1136044800.0,12.0,7.0,1.0,0.0,7.0,0.0,1.0,1.0,0.0,1149004800.0,30000.0,0.0,30000.0,15000.0
18.0,1213027200.0,1199116800.0,65.0,10.0,1.0,0.0,10.0,0.0,1.0,1.0,0.0,1214755200.0,17286.0,0.0,10000.0,5000.0
11.0,775411200.0,757353600.0,240.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,783532800.0,82200.0,0.0,82200.0,57540.0
546.0,1074787200.0,1072886400.0,88.0,2.0,1.0,0.0,0.0,64950.0,1.0,0.0,0.0,1083254400.0,266120.0,0.0,266120.0,199590.0
45.0,1189958400.0,1167580800.0,170.0,32.0,2.0,0.0,32.0,0.0,2.0,0.0,0.0,1191081600.0,399000.0,0.0,420000.0,315000.0
294.0,1169568000.0,1167580800.0,84.0,3.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,1172592000.0,287009.0,0.0,50000.0,25000.0
73.0,763920000.0,757353600.0,264.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,767635200.0,600000.0,0.0,600000.0,450000.0
862.0,853171200.0,852048000.0,38.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,859737600.0,35000.0,0.0,35000.0,28000.0
11.0,723398400.0,725817600.0,180.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,728409600.0,130000.0,0.0,130000.0,117000.0
105.0,1061913600.0,1041350400.0,72.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1067529600.0,40000.0,0.0,40000.0,20000.0
2.0,764784000.0,757353600.0,66.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,767635200.0,24000.0,0.0,24000.0,21600.0
